experiment,model,model_family,feature_set,backend,regime_scheme,split,seed,n_train,n_eval,accuracy,balanced_accuracy,macro_f1,log_loss,fold
I_J_regime_classification_train,tree_volatility,classification,simple_volatility,decision_tree_or_dummy,3_regimes,fold_4_train,42,12143,12143,0.4708885777814379,0.470862458341106,0.4383314323874073,1.0146364832308634,4
I_J_regime_classification_train,tree_topology,classification,simple_topology,decision_tree_or_dummy,3_regimes,fold_4_train,42,12143,12143,0.4160421642098328,0.41602424395435317,0.3990190515310234,1.071154447797472,4
I_J_regime_classification_train,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,3_regimes,fold_4_train,42,12143,12143,0.4742650086469571,0.4742394657569344,0.4429174607035207,1.008300001043318,4
I_J_regime_classification_train,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,3_regimes,fold_4_train,42,12143,12143,0.6258749897060034,0.6258689279425251,0.6256918177758161,0.8141007256222831,4
I_J_regime_classification_train,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,3_regimes,fold_4_train,42,12143,12143,0.6383924895001235,0.6383875944802718,0.6380392272675411,0.8978175125210541,4
I_J_regime_classification_train,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,3_regimes,fold_4_train,42,12143,12143,0.6736391336572511,0.67363483596724,0.6735218110699899,0.7749019262296064,4
I_J_regime_classification_train,dummy_most_frequent,classification,dummy,decision_tree_or_dummy,5_extreme_4_5,fold_4_train,42,12143,12143,0.30330231409042246,0.2,0.09308732465562998,25.111529907924815,4
I_J_regime_classification_train,tree_volatility,classification,simple_volatility,decision_tree_or_dummy,5_extreme_4_5,fold_4_train,42,12143,12143,0.41283043728897306,0.2722237306543579,0.2210686004033974,1.2685397282279058,4
I_J_regime_classification_train,tree_topology,classification,simple_topology,decision_tree_or_dummy,5_extreme_4_5,fold_4_train,42,12143,12143,0.37000741167750967,0.24398588107521046,0.22910530165472198,1.3345333427342734,4
I_J_regime_classification_train,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,5_extreme_4_5,fold_4_train,42,12143,12143,0.4169480359054599,0.27493890849850666,0.26124041714735924,1.2625380050320805,4
I_J_regime_classification_train,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,5_extreme_4_5,fold_4_train,42,12143,12143,0.5945812402207032,0.48204522880709383,0.526649816159771,0.9526337772168869,4
I_J_regime_classification_train,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,5_extreme_4_5,fold_4_train,42,12143,12143,0.6352631145515935,0.49953137122437646,0.5420248173846345,1.0240179204343638,4
I_J_regime_classification_train,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,5_extreme_4_5,fold_4_train,42,12143,12143,0.6628510252820555,0.577809203906878,0.6324732755328116,0.8789096589161675,4
I_J_regime_classification_train,dummy_most_frequent,classification,dummy,decision_tree_or_dummy,5_quintiles,fold_4_train,42,12143,12143,0.20003294078893188,0.2,0.06667581663464178,28.833735404915092,4
I_J_regime_classification_train,tree_volatility,classification,simple_volatility,decision_tree_or_dummy,5_quintiles,fold_4_train,42,12143,12143,0.31367866260396937,0.3136691935651243,0.2717343846894356,1.5129061974593112,4
I_J_regime_classification_train,tree_topology,classification,simple_topology,decision_tree_or_dummy,5_quintiles,fold_4_train,42,12143,12143,0.26879683768426255,0.26876888476217153,0.2263107569461495,1.5765457146156547,4
I_J_regime_classification_train,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,5_quintiles,fold_4_train,42,12143,12143,0.3161492217738615,0.31614338142285386,0.2769263001806676,1.5065535839103863,4
I_J_regime_classification_train,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,5_quintiles,fold_4_train,42,12143,12143,0.5636992505970518,0.5636957466852686,0.5630288172557025,1.1842720710542514,4
I_J_regime_classification_train,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,5_quintiles,fold_4_train,42,12143,12143,0.6217573910895166,0.6217492435921522,0.622480420507298,1.258279513044969,4
I_J_regime_classification_train,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,5_quintiles,fold_4_train,42,12143,12143,0.6566746273573252,0.656670903409719,0.6560171965609127,1.1032300291477284,4
I_J_regime_classification_train,dummy_most_frequent,classification,dummy,decision_tree_or_dummy,3_regimes,fold_5_train,42,15178,15178,0.3333772565555409,0.3333333333333333,0.166683137332411,24.02751910601445,5
I_J_regime_classification_train,tree_volatility,classification,simple_volatility,decision_tree_or_dummy,3_regimes,fold_5_train,42,15178,15178,0.4664646198445118,0.4664578917391382,0.45515958019912217,1.021635151158073,5
I_J_regime_classification_train,tree_topology,classification,simple_topology,decision_tree_or_dummy,3_regimes,fold_5_train,42,15178,15178,0.41316378969561207,0.41315463043335027,0.39598429185193035,1.073808659296593,5
I_J_regime_classification_train,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,3_regimes,fold_5_train,42,15178,15178,0.4699565160100145,0.46994948409818166,0.46925472763716963,1.0162614336821967,5
I_J_regime_classification_train,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,3_regimes,fold_5_train,42,15178,15178,0.60758993279747,0.6075837267802512,0.6064578568934964,0.8455033950236542,5
I_J_regime_classification_train,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,3_regimes,fold_5_train,42,15178,15178,0.605283963631572,0.6052783218626271,0.6043339024837987,0.9295229100000645,5
I_J_regime_classification_train,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,3_regimes,fold_5_train,42,15178,15178,0.6502833047832389,0.6502784012942405,0.6497944290515215,0.8113637072953879,5
I_J_regime_classification_train,dummy_most_frequent,classification,dummy,decision_tree_or_dummy,5_extreme_4_5,fold_5_train,42,15178,15178,0.3033337725655554,0.2,0.09309473258517845,25.110396029550973,5
I_J_regime_classification_train,tree_volatility,classification,simple_volatility,decision_tree_or_dummy,5_extreme_4_5,fold_5_train,42,15178,15178,0.40802477269732507,0.2690269331016507,0.23565096406128916,1.2753040677976601,5
I_J_regime_classification_train,tree_topology,classification,simple_topology,decision_tree_or_dummy,5_extreme_4_5,fold_5_train,42,15178,15178,0.3657925945447358,0.24118158123370984,0.2083561497494689,1.3380077839111715,5
I_J_regime_classification_train,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,5_extreme_4_5,fold_5_train,42,15178,15178,0.41072605086309133,0.27080799304952213,0.25483015119566904,1.2710407593036024,5
I_J_regime_classification_train,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,5_extreme_4_5,fold_5_train,42,15178,15178,0.568586111477138,0.4399809574206909,0.47373655056761715,1.0008571302010971,5
I_J_regime_classification_train,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,5_extreme_4_5,fold_5_train,42,15178,15178,0.5985637106338121,0.4614920757683497,0.4967761406745156,1.0701958861652219,5
I_J_regime_classification_train,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,5_extreme_4_5,fold_5_train,42,15178,15178,0.625312952958229,0.523020722956548,0.5735483572399585,0.9318811510478842,5
I_J_regime_classification_train,dummy_most_frequent,classification,dummy,decision_tree_or_dummy,5_quintiles,fold_5_train,42,15178,15178,0.20002635393332455,0.2,0.06667398704293401,28.833972819255525,5
I_J_regime_classification_train,tree_volatility,classification,simple_volatility,decision_tree_or_dummy,5_quintiles,fold_5_train,42,15178,15178,0.30906575306364475,0.30905461751676205,0.2624859036243493,1.519111276070538,5
I_J_regime_classification_train,tree_topology,classification,simple_topology,decision_tree_or_dummy,5_quintiles,fold_5_train,42,15178,15178,0.2639346422453551,0.2639080729217539,0.21867165746165113,1.5806650648628895,5
I_J_regime_classification_train,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,5_quintiles,fold_5_train,42,15178,15178,0.3084727895638424,0.3084663119990102,0.2676354745723044,1.5143122175955355,5
I_J_regime_classification_train,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,5_quintiles,fold_5_train,42,15178,15178,0.5206878376597707,0.5206793600354234,0.5191329706791159,1.2353008631363993,5
I_J_regime_classification_train,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,5_quintiles,fold_5_train,42,15178,15178,0.5673342996442219,0.5673268824626178,0.5681124335094421,1.3156781352770295,5
I_J_regime_classification_train,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,5_quintiles,fold_5_train,42,15178,15178,0.6053498484648834,0.60534421646448,0.6041428444949319,1.166744953806732,5
